2025-02-08 17:02:17,4.106,5.4
2025-02-08 17:03:06,4.106,5.407
2025-02-08 17:03:55,4.104,5.38
2025-02-08 17:04:44,4.104,5.395
2025-02-08 17:05:34,4.104,5.404
2025-02-08 17:06:23,4.102,5.38
2025-02-08 17:07:12,4.102,5.356
2025-02-08 17:08:01,4.1,5.371
2025-02-08 17:08:51,4.1,5.397
2025-02-08 17:09:40,4.1,5.378
2025-02-08 17:10:29,4.1,5.371
2025-02-08 17:11:18,4.1,5.366
2025-02-08 17:12:07,4.1,5.356
2025-02-08 17:12:57,4.098,5.392
2025-02-08 17:13:46,4.098,5.39
2025-02-08 17:14:35,4.098,5.356
2025-02-08 17:15:24,4.098,5.368
2025-02-08 17:16:14,4.096,5.366
2025-02-08 17:17:03,4.098,5.4
2025-02-08 17:17:52,4.096,5.358
2025-02-08 17:18:41,4.096,5.402
2025-02-08 17:19:31,4.096,5.404
2025-02-08 17:20:20,4.096,5.387
2025-02-08 17:21:09,4.096,5.354
2025-02-08 17:21:58,4.096,5.378
2025-02-08 17:22:48,4.094,5.397
2025-02-08 17:23:37,4.094,5.358
2025-02-08 17:24:26,4.094,5.395
2025-02-08 17:25:15,4.094,5.397
2025-02-08 17:26:05,4.094,5.358
2025-02-08 17:26:54,4.094,5.371
2025-02-08 17:27:43,4.092,5.354
2025-02-08 17:28:32,4.092,5.363
2025-02-08 17:29:22,4.092,5.354
2025-02-08 17:30:11,4.09,5.356
2025-02-08 17:31:00,4.09,5.356
2025-02-08 17:31:49,4.09,5.342
2025-02-08 17:32:39,4.09,5.346
2025-02-08 17:33:28,4.088,5.351
2025-02-08 17:34:17,4.088,5.361
2025-02-08 17:35:06,4.088,5.356
2025-02-08 17:35:56,4.086,5.366
2025-02-08 17:36:45,4.086,5.361
2025-02-08 17:37:34,4.086,5.342
2025-02-08 17:38:23,4.086,5.334
2025-02-08 17:39:12,4.086,5.363
2025-02-08 17:40:02,4.084,5.322
2025-02-08 17:40:51,4.084,5.349
2025-02-08 17:41:40,4.084,5.346
2025-02-08 17:42:29,4.084,5.351
2025-02-08 17:43:19,4.082,5.327
2025-02-08 17:44:08,4.082,5.329
2025-02-08 17:44:57,4.08,5.327
2025-02-08 17:45:46,4.08,5.32
2025-02-08 17:46:36,4.08,5.346
2025-02-08 17:47:25,4.08,5.315
2025-02-08 17:48:14,4.08,5.313
2025-02-08 17:49:03,4.078,5.233
2025-02-08 17:49:53,4.078,5.141
2025-02-08 17:50:42,4.078,5.042
2025-02-08 17:51:31,4.078,4.948
2025-02-08 17:52:20,4.076,4.848
2025-02-08 17:53:10,4.076,4.742
2025-02-08 17:53:59,4.076,4.643
2025-02-08 17:54:48,4.076,4.542
2025-02-08 17:55:37,4.076,4.445
2025-02-08 17:56:27,4.074,4.351
2025-02-08 17:57:16,4.074,4.251
2025-02-08 17:58:05,4.074,4.155
2025-02-08 17:58:54,4.074,4.073
2025-02-08 17:59:44,4.072,3.998
2025-02-08 18:00:33,4.072,3.889
2025-02-08 18:01:22,4.072,3.768
2025-02-08 18:02:11,4.072,3.657
2025-02-08 18:03:01,4.072,3.56
2025-02-08 18:03:50,4.072,3.461
2025-02-08 18:04:39,4.07,3.377
2025-02-08 18:05:28,4.07,3.299
2025-02-08 18:06:18,4.07,3.222
2025-02-08 18:07:07,4.07,3.161
2025-02-08 18:07:56,4.07,3.103
2025-02-08 18:08:45,4.068,2.985
2025-02-08 18:09:35,4.068,2.828
2025-02-08 18:10:24,4.068,2.707
2025-02-08 18:11:13,4.068,2.596
2025-02-08 18:12:02,4.068,2.499
2025-02-08 18:12:52,4.066,2.383
2025-02-08 18:13:41,4.066,2.267
2025-02-08 18:14:30,4.066,2.137
2025-02-08 18:15:19,4.066,1.987
2025-02-08 18:16:09,4.066,1.834
2025-02-08 18:16:58,4.066,1.646
2025-02-08 18:17:47,4.064,1.45
2025-02-08 18:18:36,4.064,1.269
2025-02-08 18:19:26,4.064,1.105
2025-02-08 18:20:15,4.064,0.962
2025-02-08 18:21:04,4.064,0.834
2025-02-08 18:21:54,4.062,0.72
2025-02-08 18:22:43,4.062,0.614
2025-02-08 18:23:32,4.062,0.522
2025-02-08 18:24:21,4.062,0.45
2025-02-08 18:25:11,4.062,0.404
2025-02-08 18:26:00,4.06,0.379
2025-02-08 18:26:49,4.06,0.36
2025-02-08 18:27:38,4.06,0.353
2025-02-08 18:28:28,4.06,0.346
2025-02-08 18:29:17,4.06,0.346
2025-02-08 18:30:06,4.06,0.331
2025-02-08 18:30:55,4.06,0.334
2025-02-08 18:31:45,4.06,0.331
2025-02-08 18:32:34,4.06,0.336
2025-02-08 18:33:23,4.058,0.326
2025-02-08 18:34:12,4.058,0.331
2025-02-08 18:35:02,4.058,0.326
2025-02-08 18:35:51,4.058,0.324
2025-02-08 18:36:40,4.058,0.321
2025-02-08 18:37:29,4.058,0.321
2025-02-08 18:38:19,4.058,0.324
2025-02-08 18:39:08,4.058,0.321
2025-02-08 18:39:57,4.056,0.317
2025-02-08 18:40:46,4.056,0.326
2025-02-08 18:41:36,4.056,0.319
2025-02-08 18:42:25,4.056,0.324
2025-02-08 18:43:14,4.056,0.319
2025-02-08 18:44:04,4.056,0.319
2025-02-08 18:44:53,4.054,0.321
2025-02-08 18:45:42,4.054,0.321
2025-02-08 18:46:31,4.054,0.317
2025-02-08 18:47:21,4.054,0.326
2025-02-08 18:48:10,4.054,0.319
2025-02-08 18:48:59,4.054,0.319
2025-02-08 18:49:48,4.054,0.317
2025-02-08 18:50:38,4.054,0.319
2025-02-08 18:51:27,4.052,0.319
2025-02-08 18:52:16,4.052,0.324
2025-02-08 18:53:05,4.052,0.314
2025-02-08 18:53:55,4.052,0.317
2025-02-08 18:54:44,4.052,0.312
2025-02-08 18:55:33,4.052,0.317
2025-02-08 18:56:22,4.052,0.321
2025-02-08 18:57:12,4.052,0.314
2025-02-08 18:58:01,4.052,0.319
2025-02-08 18:58:50,4.05,0.317
2025-02-08 18:59:40,4.05,0.314
2025-02-08 19:00:29,4.05,0.317
2025-02-08 19:01:18,4.05,0.312
2025-02-08 19:02:07,4.05,0.314
2025-02-08 19:02:57,4.05,0.319
2025-02-08 19:03:46,4.05,0.319
2025-02-08 19:04:35,4.05,0.324
2025-02-08 19:05:24,4.05,0.317
2025-02-08 19:06:14,4.05,0.312
2025-02-08 19:07:03,4.05,0.312
2025-02-08 19:07:52,4.048,0.319
2025-02-08 19:08:41,4.048,0.314
2025-02-08 19:09:31,4.048,0.312
2025-02-08 19:10:20,4.048,0.314
2025-02-08 19:11:09,4.048,0.314
2025-02-08 19:11:59,4.048,0.317
2025-02-08 19:12:48,4.048,0.314
2025-02-08 19:13:37,4.046,0.314
2025-02-08 19:14:26,4.046,0.314
2025-02-08 19:15:16,4.046,0.314
2025-02-08 19:16:05,4.046,0.314
2025-02-08 19:16:54,4.046,0.314
2025-02-08 19:17:43,4.046,0.314
2025-02-08 19:18:33,4.046,0.314
2025-02-08 19:19:22,4.046,0.312
2025-02-08 19:20:11,4.046,0.321
2025-02-08 19:21:00,4.046,0.309
2025-02-08 19:21:50,4.046,0.319
2025-02-08 19:22:39,4.046,0.319
2025-02-08 19:23:28,4.046,0.314
2025-02-08 19:24:18,4.044,0.317
2025-02-08 19:25:07,4.044,0.317
2025-02-08 19:25:56,4.044,0.317
2025-02-08 19:26:45,4.044,0.312
2025-02-08 19:27:35,4.044,0.314
2025-02-08 19:28:24,4.044,0.309
2025-02-08 19:29:13,4.044,0.312
2025-02-08 19:30:02,4.044,0.314
2025-02-08 19:30:52,4.044,0.314
2025-02-08 19:31:41,4.042,0.312
2025-02-08 19:32:30,4.042,0.312
2025-02-08 19:33:19,4.042,0.312
2025-02-08 19:34:09,4.042,0.317
2025-02-08 19:34:58,4.042,0.312
2025-02-08 19:35:47,4.042,0.309
2025-02-08 19:36:37,4.042,0.319
2025-02-08 19:37:26,4.042,0.314
2025-02-08 19:38:15,4.042,0.319
2025-02-08 19:39:04,4.042,0.317
2025-02-08 19:39:54,4.042,0.317
2025-02-08 19:40:43,4.04,0.317
2025-02-08 19:41:32,4.04,0.312
2025-02-08 19:42:21,4.04,0.314
2025-02-08 19:43:11,4.04,0.314
2025-02-08 19:44:00,4.04,0.309
2025-02-08 19:44:49,4.04,0.312
2025-02-08 19:45:38,4.04,0.317
2025-02-08 19:46:28,4.04,0.314
2025-02-08 19:47:17,4.04,0.319
2025-02-08 19:48:06,4.04,0.314
2025-02-08 19:48:56,4.04,0.319
2025-02-08 19:49:45,4.04,0.312
2025-02-08 19:50:34,4.04,0.314
2025-02-08 19:51:23,4.04,0.312
2025-02-08 19:52:13,4.038,0.317
2025-02-08 19:53:02,4.04,0.309
2025-02-08 19:53:51,4.038,0.314
2025-02-08 19:55:29,4.038,0.312
2025-02-08 19:56:18,4.038,0.314
2025-02-08 19:57:08,4.038,0.314
2025-02-08 19:57:57,4.038,0.312
2025-02-08 19:58:46,4.038,0.309
2025-02-08 19:59:35,4.038,0.312
2025-02-08 20:00:25,4.038,0.312
2025-02-08 20:01:14,4.038,0.314
2025-02-08 20:02:03,4.038,0.312
2025-02-08 20:02:52,4.036,0.317
2025-02-08 20:03:42,4.036,0.314
2025-02-08 20:04:31,4.036,0.314
2025-02-08 20:05:20,4.036,0.312
2025-02-08 20:06:10,4.036,0.317
2025-02-08 20:06:59,4.036,0.312
2025-02-08 20:07:48,4.036,0.314
2025-02-08 20:08:37,4.036,0.314
2025-02-08 20:10:16,4.036,0.312
2025-02-08 20:11:05,4.036,0.309
2025-02-08 20:11:55,4.036,0.317
2025-02-08 20:13:33,4.036,0.312
2025-02-08 20:14:23,4.034,0.314
2025-02-08 20:15:12,4.034,0.309
2025-02-08 20:16:50,4.034,0.317
2025-02-08 20:17:49,4.034,0.312
2025-02-08 20:19:18,4.034,0.312
2025-02-08 20:20:07,4.034,0.312
2025-02-08 20:20:57,4.034,0.314
2025-02-08 20:21:46,4.034,0.314
2025-02-08 20:22:42,4.032,0.307
2025-02-08 20:24:14,4.032,0.309
2025-02-08 20:29:10,4.032,0.312
2025-02-08 20:29:59,4.032,0.312
2025-02-08 20:30:49,4.032,0.317
2025-02-08 20:31:55,4.032,0.309
2025-02-08 20:33:16,4.032,0.312
2025-02-08 20:34:05,4.032,0.314
2025-02-08 20:35:03,4.032,0.307
2025-02-08 20:35:43,4.032,0.309
2025-02-08 20:36:33,4.032,0.309
2025-02-08 20:37:22,4.032,0.312
2025-02-08 20:38:13,4.032,0.312
2025-02-08 20:39:02,4.032,0.309
2025-02-08 20:39:50,4.032,0.314
2025-02-08 20:40:40,4.03,0.317
2025-02-08 20:41:31,4.03,0.309
2025-02-08 20:42:18,4.03,0.309
2025-02-08 20:43:07,4.03,0.312
2025-02-08 20:43:58,4.03,0.312
2025-02-08 20:44:47,4.03,0.314
2025-02-08 20:45:34,4.03,0.309
2025-02-08 20:46:27,4.03,0.305
2025-02-08 20:47:15,4.03,0.309
2025-02-08 20:48:04,4.03,0.307
2025-02-08 20:48:55,4.03,0.312
2025-02-08 20:49:42,4.03,0.309
2025-02-08 20:50:30,4.03,0.312
2025-02-08 20:51:20,4.03,0.317
2025-02-08 20:52:15,4.028,0.309
2025-02-08 20:53:03,4.03,0.312
2025-02-08 20:53:53,4.028,0.312
2025-02-08 20:54:45,4.028,0.309
2025-02-08 20:55:29,4.028,0.309
2025-02-08 20:56:23,4.028,0.312
2025-02-08 20:57:11,4.028,0.307
2025-02-08 20:57:58,4.028,0.307
2025-02-08 20:58:47,4.028,0.309
2025-02-08 20:59:37,4.028,0.312
2025-02-08 21:00:28,4.028,0.307
2025-02-08 21:01:21,4.028,0.312
2025-02-08 21:02:03,4.028,0.309
2025-02-08 21:02:57,4.028,0.309
2025-02-08 21:03:41,4.028,0.307
2025-02-08 21:04:35,4.028,0.309
2025-02-08 21:05:18,4.028,0.309
2025-02-08 21:06:10,4.026,0.307
2025-02-08 21:07:05,4.026,0.309
2025-02-08 21:07:50,4.026,0.309
2025-02-08 21:08:35,4.026,0.312
2025-02-08 21:09:33,4.026,0.307
2025-02-08 21:10:22,4.026,0.309
2025-02-08 21:11:13,4.026,0.309
2025-02-08 21:12:03,4.026,0.312
2025-02-08 21:12:52,4.026,0.305
2025-02-08 21:13:31,4.026,0.309
2025-02-08 21:14:24,4.026,0.305
2025-02-08 21:15:17,4.026,0.307
2025-02-08 21:15:58,4.026,0.309
2025-02-08 21:16:53,4.026,0.307
2025-02-08 21:17:47,4.026,0.307
2025-02-08 21:18:29,4.026,0.309
2025-02-08 21:19:25,4.026,0.312
2025-02-08 21:20:07,4.026,0.307
2025-02-08 21:21:03,4.026,0.312
2025-02-08 21:21:48,4.026,0.312
2025-02-08 21:22:46,4.026,0.307
2025-02-08 21:23:30,4.026,0.307
2025-02-08 21:24:18,4.026,0.309
2025-02-08 21:25:05,4.024,0.307
2025-02-08 21:25:52,4.024,0.307
2025-02-08 21:26:38,4.024,0.309
2025-02-08 21:27:43,4.024,0.309
